Competitor ,Country_code,City_code,hex7_tag,Restaurant Name,,,Food tag 1,Schdeule,Min. Order Price,Delivery Cost,Restaurant Link,Created_at,Updated_at
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Lemnul Verde Cafenea - Unirii,,,InternaÈ›ional ,Închide la 21:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/lemnul-verde-cafenea-unirii/2094/partener,30/10/2020 13:26:17,30/10/2020 13:26:17
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Tucano Puerto Rico,,,InternaÈ›ional ,Închide la 20:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/tucano-puerto-rico/1352/partener,30/10/2020 13:26:18,30/10/2020 13:26:18
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Papanini,,,Italian ,Închide la 22:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/papanini/1304/partener,30/10/2020 13:26:19,30/10/2020 13:26:19
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Bistro Seba,,,InternaÈ›ional ,Închide la 21:00,35.00 Lei,Free Delivery,https://tazz.ro/cluj-napoca/bistro-seba/2579/partener,30/10/2020 13:26:20,30/10/2020 13:26:20
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Engels Bistro,,,InternaÈ›ional ,Închide la 21:30,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/engels-bistro/1412/partener,30/10/2020 13:26:21,30/10/2020 13:26:21
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Engels District,,,InternaÈ›ional ,Închide la 21:30,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/engels-district/1404/partener,30/10/2020 13:26:22,30/10/2020 13:26:22
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Double Cheese Marasti,,,Italian ,Închide la 22:00,28.00 Lei,Free Delivery,https://tazz.ro/cluj-napoca/double-cheese-marasti/1178/partener,30/10/2020 13:26:23,30/10/2020 13:26:23
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Blide Pline,,,InternaÈ›ional ,Închide la 21:00,30.00 Lei,3.99  Lei,https://tazz.ro/cluj-napoca/blide-pline/1542/partener,30/10/2020 13:26:24,30/10/2020 13:26:24
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Samsara,,,InternaÈ›ional ,Închide la 22:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/samsara/2963/partener,30/10/2020 13:26:25,30/10/2020 13:26:25
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,McDonaldâ€™s Vivo Cluj,,,American ,Deschide la 10:00,30.00 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/mcdonald-s-vivo-cluj/1421/partener,30/10/2020 13:26:26,30/10/2020 13:26:26
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Samsara Restaurant,,,InternaÈ›ional ,Deschide la 11:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/samsara-restaurant/4131/partener,30/10/2020 13:26:27,30/10/2020 13:26:27
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Marty West Side,,,InternaÈ›ional ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/marty-west-side/3128/partener,30/10/2020 13:26:28,30/10/2020 13:26:28
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Express Chef,,,InternaÈ›ional ,Deschide la 10:00,40.00 Lei,Free Delivery,https://tazz.ro/cluj-napoca/express-chef/1154/partener,30/10/2020 13:26:30,30/10/2020 13:26:30
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Meat Busters at /FORM CafÃ©,,,InternaÈ›ional ,Deschide la 12:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/meat-busters-at-form-caf-/1236/partener,30/10/2020 13:26:31,30/10/2020 13:26:31
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Frank the Tank | by JAXX,,,InternaÈ›ional ,Deschide la 10:30,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/frank-the-tank-by-jaxx/4191/partener,30/10/2020 13:26:31,30/10/2020 13:26:31
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Sarmala Fusion - International Cuisine,,,InternaÈ›ional ,Deschide la 11:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/sarmala-fusion-international-cuisine/1357/partener,30/10/2020 13:26:32,30/10/2020 13:26:32
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Schnitzel on Wheels,,,InternaÈ›ional ,Deschide la 11:00,29.00 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/schnitzel-on-wheels/1890/partener,30/10/2020 13:26:33,30/10/2020 13:26:33
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,McDonaldâ€™s Mihai Viteazu,,,American ,Deschide la 10:00,30.00 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/mcdonald-s-mihai-viteazu/1418/partener,30/10/2020 13:26:35,30/10/2020 13:26:35
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,McDonaldâ€™s Manastur DT,,,American ,Deschide la 12:00,30.00 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/mcdonald-s-manastur-dt/1419/partener,30/10/2020 13:26:36,30/10/2020 13:26:36
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Taco Bell Iulius Cluj,,,Mexican ,Deschide la 10:30,30.00 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/taco-bell-iulius-cluj/1783/partener,30/10/2020 13:26:36,30/10/2020 13:26:36
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Pizza Yola,,,InternaÈ›ional ,Deschide la 12:00,25.00 Lei,4.00  Lei,https://tazz.ro/cluj-napoca/pizza-yola/3179/partener,30/10/2020 13:26:37,30/10/2020 13:26:37
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Captain Burger,,,InternaÈ›ional ,Deschide la 10:00,20.00 Lei,5.00  Lei,https://tazz.ro/cluj-napoca/captain-burger/3174/partener,30/10/2020 13:26:38,30/10/2020 13:26:38
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Cimbru,,,InternaÈ›ional ,Deschide la 11:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/cimbru/1423/partener,30/10/2020 13:26:39,30/10/2020 13:26:39
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Jaxx,,,American ,Deschide la 11:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/jaxx/1399/partener,30/10/2020 13:26:40,30/10/2020 13:26:40
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Shanghai Express Memo,,,Chinezesc ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/shanghai-express-memo/2096/partener,30/10/2020 13:26:41,30/10/2020 13:26:41
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Tot Burger Floresti,,,InternaÈ›ional ,Deschide la 11:00,50.00 Lei,Free Delivery,https://tazz.ro/cluj-napoca/tot-burger-floresti/1321/partener,30/10/2020 13:26:42,30/10/2020 13:26:42
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Shanghai Iulius Mall,,,Chinezesc ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/shanghai-iulius-mall/1364/partener,30/10/2020 13:26:43,30/10/2020 13:26:43
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Pizza Hut Cluj Iulius,,,American ,Deschide la 11:00,30.00 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/pizza-hut-cluj-iulius/3288/partener,30/10/2020 13:26:44,30/10/2020 13:26:44
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,KFC Cluj Centru,,,American ,Deschide la 11:00,30.00 Lei,5.99  Lei,https://tazz.ro/cluj-napoca/kfc-cluj-centru/1815/partener,30/10/2020 13:26:44,30/10/2020 13:26:44
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Poco Loco Floresti,,,Italian ,Deschide la 10:00,28.00 Lei,Free Delivery,https://tazz.ro/cluj-napoca/poco-loco-floresti/1181/partener,30/10/2020 13:26:46,30/10/2020 13:26:46
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Salad Box Sigma,,,InternaÈ›ional ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/salad-box-sigma/3069/partener,30/10/2020 13:26:46,30/10/2020 13:26:46
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Pizzeria Vicenzza,,,InternaÈ›ional ,Deschide la 11:00,25.00 Lei,Free Delivery,https://tazz.ro/cluj-napoca/pizzeria-vicenzza/1331/partener,30/10/2020 13:26:47,30/10/2020 13:26:47
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Pizza Hut Delivery Cluj Cora,,,American ,Deschide la 10:00,30.00 Lei,4.00  Lei,https://tazz.ro/cluj-napoca/pizza-hut-delivery-cluj-cora/1588/partener,30/10/2020 13:26:48,30/10/2020 13:26:48
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Pizza Hut Delivery Cluj Centru,,,American ,Deschide la 10:00,30.00 Lei,4.00  Lei,https://tazz.ro/cluj-napoca/pizza-hut-delivery-cluj-centru/1587/partener,30/10/2020 13:26:49,30/10/2020 13:26:49
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Pizza Hut VIVO,,,American ,Deschide la 11:00,30.00 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/pizza-hut-vivo/3010/partener,30/10/2020 13:26:50,30/10/2020 13:26:50
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Double Cheese Manastur,,,Italian ,Deschide la 10:00,28.00 Lei,Free Delivery,https://tazz.ro/cluj-napoca/double-cheese-manastur/1190/partener,30/10/2020 13:26:51,30/10/2020 13:26:51
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Moritz Eis Eroilor,,,InternaÈ›ional ,Deschide la 12:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/moritz-eis-eroilor/4062/partener,30/10/2020 13:26:52,30/10/2020 13:26:52
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Urban Confit,,,InternaÈ›ional ,Deschide la 10:30,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/urban-confit/4097/partener,30/10/2020 13:26:53,30/10/2020 13:26:53
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,TCI Social Club,,,InternaÈ›ional ,Deschide la 11:30,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/tci-social-club/1074/partener,30/10/2020 13:26:53,30/10/2020 13:26:53
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Gandhi,,,Asiatic ,Deschide la 11:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/gandhi/4120/partener,30/10/2020 13:26:54,30/10/2020 13:26:54
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Black Box,,,InternaÈ›ional ,Deschide la 17:00,40.00 Lei,Free Delivery,https://tazz.ro/cluj-napoca/black-box/1333/partener,30/10/2020 13:26:55,30/10/2020 13:26:55
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Wing It,,,InternaÈ›ional ,Deschide la 12:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/wing-it/4048/partener,30/10/2020 13:26:56,30/10/2020 13:26:56
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,20 Pizza,,,Italian ,Deschide la 11:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/20-pizza/4217/partener,30/10/2020 13:26:57,30/10/2020 13:26:57
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,The Place Cluj,,,InternaÈ›ional ,Deschide la 12:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/the-place-cluj/4212/partener,30/10/2020 13:26:58,30/10/2020 13:26:58
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Good Food,,,InternaÈ›ional ,FALSE,FALSE,FALSE,https://tazz.ro/cluj-napoca/good-food/4003/partener,30/10/2020 13:26:59,30/10/2020 13:26:59
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Chapeau,,,InternaÈ›ional ,Deschide la 17:00,FALSE,Free Delivery,https://tazz.ro/cluj-napoca/chapeau/3995/partener,30/10/2020 13:27:00,30/10/2020 13:27:00
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Restaurant Toledo,,,InternaÈ›ional ,Deschide la 10:30,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/restaurant-toledo/4165/partener,30/10/2020 13:27:01,30/10/2020 13:27:01
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Cartofisserie - Vivo! Cluj,,,InternaÈ›ional ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/cartofisserie-vivo-cluj/3669/partener,30/10/2020 13:27:02,30/10/2020 13:27:02
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Buongiorno - Cucina Fiorentina,,,InternaÈ›ional ,Deschide la 12:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/buongiorno-cucina-fiorentina/1888/partener,30/10/2020 13:27:02,30/10/2020 13:27:02
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Papa Land Floresti,,,InternaÈ›ional ,Deschide la 10:00,FALSE,5.00  Lei,https://tazz.ro/cluj-napoca/papa-land-floresti/3944/partener,30/10/2020 13:27:03,30/10/2020 13:27:03
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Pep&Pepper Vivo! Mall,,,InternaÈ›ional ,Deschide în 06.11 la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/pep-pepper-vivo-mall/3989/partener,30/10/2020 13:27:04,30/10/2020 13:27:04
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Vagabundos Food Truck,,,Mexican ,Deschide la 12:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/vagabundos-food-truck/4100/partener,30/10/2020 13:27:05,30/10/2020 13:27:05
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,La Piadina Eroilor,,,Italian ,Deschide la 11:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/la-piadina-eroilor/3869/partener,30/10/2020 13:27:06,30/10/2020 13:27:06
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,New York Bagels - 21 Decembrie 1989,,,InternaÈ›ional ,Închis,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/new-york-bagels-21-decembrie-1989/4084/partener,30/10/2020 13:27:06,30/10/2020 13:27:06
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,The Masters,,,InternaÈ›ional ,Deschide la 10:00,30.00 Lei,Free Delivery,https://tazz.ro/cluj-napoca/the-masters/3986/partener,30/10/2020 13:27:07,30/10/2020 13:27:07
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Ciao New York,,,InternaÈ›ional ,Deschide la 12:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/ciao-new-york/3956/partener,30/10/2020 13:27:08,30/10/2020 13:27:08
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Bistro Capriccio,,,InternaÈ›ional ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/bistro-capriccio/4041/partener,30/10/2020 13:27:09,30/10/2020 13:27:09
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Ramen,,,Asiatic ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/ramen/3924/partener,30/10/2020 13:27:10,30/10/2020 13:27:10
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Mado Cluj Vivo Mall,,,RomÃ¢nesc ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/mado-cluj-vivo-mall/3748/partener,30/10/2020 13:27:11,30/10/2020 13:27:11
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Spartan Cluj Vivo,,,Grecesc ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/spartan-cluj-vivo/4024/partener,30/10/2020 13:27:12,30/10/2020 13:27:12
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Il Forno,,,Italian ,Deschide la 12:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/il-forno/4199/partener,30/10/2020 13:27:13,30/10/2020 13:27:13
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Cartofisserie,,,InternaÈ›ional ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/cartofisserie/3701/partener,30/10/2020 13:27:14,30/10/2020 13:27:14
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Yep `n Yo Vivo,,,InternaÈ›ional ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/yep-n-yo-vivo/3937/partener,30/10/2020 13:27:14,30/10/2020 13:27:14
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Cherhana Urbana,,,InternaÈ›ional ,Deschide în 03.11 la 17:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/cherhana-urbana/3596/partener,30/10/2020 13:27:15,30/10/2020 13:27:15
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Spartan Cluj Eroilor,,,Grecesc ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/spartan-cluj-eroilor/4023/partener,30/10/2020 13:27:16,30/10/2020 13:27:16
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Spartan Cluj Iulius Mall,,,Grecesc ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/spartan-cluj-iulius-mall/4021/partener,30/10/2020 13:27:17,30/10/2020 13:27:17
,,,,,,,,,,,,,
tazz.ro,RO,CLJ,871e0b382ffffff,Mado Cluj Iulius Mall,,,RomÃ¢nesc ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/cluj-napoca/mado-cluj-iulius-mall/3747/partener,30/10/2020 13:27:17,30/10/2020 13:27:17
,,,,,,,,,,,,,
