Decathlon Pallady,https://tazz.ro/bucuresti/locatie/decathlon-pallady/3112/,09:30-21:30
El Pato,https://tazz.ro/bucuresti/locatie/el-pato/3338/,10:30-22:00
Greg`s Pizza,https://tazz.ro/bucuresti/locatie/greg-s-pizza/2956/,10:00-22:00
Hanu` lui Manuc,https://tazz.ro/bucuresti/locatie/hanu-lui-manuc/3387/,10:00-22:00
La Casa Restaurant,https://tazz.ro/bucuresti/locatie/la-casa-restaurant/1198/,11:00-21:00
La o ciorba in Popa Tatu,https://tazz.ro/bucuresti/locatie/la-o-ciorba-in-popa-tatu/2979/,11:00-17:00
Lanach Flavours,https://tazz.ro/bucuresti/locatie/lanach-flavours/3033/,08:30-21:30
Lanach To Go Floreasca,https://tazz.ro/bucuresti/locatie/lanach-to-go-floreasca/2722/,10:00-17:00
Latin Pizza Centrul Vechi,https://tazz.ro/bucuresti/locatie/latin-pizza-centrul-vechi/2758/,09:30-22:00
Latin Pizza DorobanÈ›i,https://tazz.ro/bucuresti/locatie/latin-pizza-dorobanti/2731/,09:30-22:00
Leonidas,https://tazz.ro/bucuresti/locatie/leonidas/3237/,09:00-17:00
Manufaktura Baneasa,https://tazz.ro/bucuresti/locatie/manufaktura-baneasa/3394/,10:00-21:00
Manufaktura Mega Mall,https://tazz.ro/bucuresti/locatie/manufaktura-mega-mall/3390/,10:00-21:00
Manufaktura Promenada,https://tazz.ro/bucuresti/locatie/manufaktura-promenada/3389/,09:00-21:00
Manufaktura Victoriei,https://tazz.ro/bucuresti/locatie/manufaktura-victoriei/3391/,09:00-21:00
Mikflorar,https://tazz.ro/bucuresti/locatie/mikflorar/3247/,09:00-17:00
Noblesse,https://tazz.ro/bucuresti/locatie/noblesse/2975/,11:00-21:00
Pizza Volante,https://tazz.ro/bucuresti/locatie/pizza-volante/3396/,10:00-22:00
Poli gara de nord,https://tazz.ro/bucuresti/locatie/poli-gara-de-nord/2283/,11:00-20:00
Poli Iancului,https://tazz.ro/bucuresti/locatie/poli-iancului/2434/,10:00-20:00
Poli Piata Gorjului,https://tazz.ro/bucuresti/locatie/poli-piata-gorjului/2395/,10:00-21:00
Porkitos & More,https://tazz.ro/bucuresti/locatie/porkitos-more/3302/,11:00-22:00
Provence Iancului,https://tazz.ro/bucuresti/locatie/provence-iancului/2728/,10:30-22:00
