Competitor ,Country_code,City_code,hex7_tag,Restaurant Name,Ratings,Number of reviews,Food tag 1,Schdeule,Min. Order Price,Delivery Cost,Restaurant Link,Created_at,Updated_at
tazz.ro,RO,TIM,871e19285ffffff,BIOfresh,4.6,1989,InternaÈ›ional ,Deschide la 10:30,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/biofresh/167/partener,30/10/2020 13:15:24,30/10/2020 13:15:24
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Paradisul Piratilor,4.4,208,InternaÈ›ional ,Deschide la 11:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/paradisul-piratilor/3308/partener,30/10/2020 13:15:25,30/10/2020 13:15:25
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Cowboys,4.3,11,American ,Deschide la 11:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/cowboys/4210/partener,30/10/2020 13:15:26,30/10/2020 13:15:26
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,KFC Shopping City Timisoara,4.3,2342,American ,Deschide la 11:00,30.00 Lei,4.99  Lei,https://tazz.ro/timisoara/kfc-shopping-city-timisoara/1769/partener,30/10/2020 13:15:27,30/10/2020 13:15:27
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,KFC Timisoara Centru,4.2,1781,American ,Deschide la 11:00,30.00 Lei,4.99  Lei,https://tazz.ro/timisoara/kfc-timisoara-centru/1734/partener,30/10/2020 13:15:28,30/10/2020 13:15:28
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,QUISINE,-.-,0,InternaÈ›ional ,Deschide la 12:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/quisine/4240/partener,30/10/2020 13:15:29,30/10/2020 13:15:29
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Sandyâ€™s Diner,4.7,179,American ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/sandy-s-diner/1265/partener,30/10/2020 13:15:30,30/10/2020 13:15:30
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Pizza Benitto,4.6,310,Italian ,Închide la 22:00,31.00 Lei,FALSE,https://tazz.ro/timisoara/pizza-benitto/342/partener,30/10/2020 13:15:31,30/10/2020 13:15:31
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Bun Burger,4.6,46,InternaÈ›ional ,Deschide la 15:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/bun-burger/3828/partener,30/10/2020 13:15:32,30/10/2020 13:15:32
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,McDonaldâ€™s Circumvalatiunii,4.5,566,American ,Deschide la 10:00,30.00 Lei,4.99  Lei,https://tazz.ro/timisoara/mcdonald-s-circumvalatiunii/1413/partener,30/10/2020 13:15:33,30/10/2020 13:15:33
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Unique Events,4.5,94,InternaÈ›ional ,Deschide la 11:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/unique-events/3718/partener,30/10/2020 13:15:34,30/10/2020 13:15:34
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,McDonaldâ€™s Orizont Centru,4.4,308,American ,Deschide la 10:00,30.00 Lei,4.99  Lei,https://tazz.ro/timisoara/mcdonald-s-orizont-centru/1414/partener,30/10/2020 13:15:35,30/10/2020 13:15:35
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Restaurant Merlot,4.4,118,InternaÈ›ional ,Deschide la 11:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/restaurant-merlot/108/partener,30/10/2020 13:15:36,30/10/2020 13:15:36
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Dominion Pizza,4.3,468,InternaÈ›ional ,Închide la 23:00,25.00 Lei,FALSE,https://tazz.ro/timisoara/dominion-pizza/1359/partener,30/10/2020 13:15:37,30/10/2020 13:15:37
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Taco Bell Timisoara,4.3,967,Mexican ,Deschide la 10:30,30.00 Lei,4.99  Lei,https://tazz.ro/timisoara/taco-bell-timisoara/1782/partener,30/10/2020 13:15:37,30/10/2020 13:15:37
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Irish Public House,3.7,14,InternaÈ›ional ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/irish-public-house/3943/partener,30/10/2020 13:15:38,30/10/2020 13:15:38
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Little Hanoi Restaurant,4.9,2556,Vietnamez ,Deschide la 10:30,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/little-hanoi-restaurant/720/partener,30/10/2020 13:15:39,30/10/2020 13:15:39
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Fresca,4.9,444,Italian ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/fresca/232/partener,30/10/2020 13:15:40,30/10/2020 13:15:40
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Drunken Rat,4.8,1083,InternaÈ›ional ,Deschide la 11:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/drunken-rat/303/partener,30/10/2020 13:15:41,30/10/2020 13:15:41
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Marele Zid Chinezesc,4.7,312,Chinezesc ,Deschide la 11:00,45.00 Lei,FALSE,https://tazz.ro/timisoara/marele-zid-chinezesc/1010/partener,30/10/2020 13:15:42,30/10/2020 13:15:42
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Papa Sam,4.5,2027,InternaÈ›ional ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/papa-sam/1403/partener,30/10/2020 13:15:43,30/10/2020 13:15:43
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Restaurant Tinecz,4.5,894,RomÃ¢nesc ,Deschide la 10:00,50.00 Lei,FALSE,https://tazz.ro/timisoara/restaurant-tinecz/358/partener,30/10/2020 13:15:44,30/10/2020 13:15:44
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Fenice,4.3,49,InternaÈ›ional ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/fenice/1384/partener,30/10/2020 13:15:45,30/10/2020 13:15:45
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Fabrika,4.2,109,InternaÈ›ional ,Deschide la 12:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/fabrika/1258/partener,30/10/2020 13:15:46,30/10/2020 13:15:46
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Pizza Hut Timisoara Iulius,4.2,266,American ,Deschide la 11:00,30.00 Lei,4.99  Lei,https://tazz.ro/timisoara/pizza-hut-timisoara-iulius/1702/partener,30/10/2020 13:15:47,30/10/2020 13:15:47
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Pizza Hut Shopping City,4.1,187,American ,Deschide la 11:00,30.00 Lei,4.99  Lei,https://tazz.ro/timisoara/pizza-hut-shopping-city/1703/partener,30/10/2020 13:15:48,30/10/2020 13:15:48
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Restaurant Nora,4,1627,RomÃ¢nesc ,Deschide la 10:00,30.00 Lei,FALSE,https://tazz.ro/timisoara/restaurant-nora/36/partener,30/10/2020 13:15:49,30/10/2020 13:15:49
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Il Peperoncino La Pizzeria,4.7,6,InternaÈ›ional ,Deschide la 10:00,45.00 Lei,FALSE,https://tazz.ro/timisoara/il-peperoncino-la-pizzeria/4099/partener,30/10/2020 13:15:50,30/10/2020 13:15:50
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Cinque Terre,4.7,37,Italian ,Deschide la 11:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/cinque-terre/3615/partener,30/10/2020 13:15:51,30/10/2020 13:15:51
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Cafeneaua Verde,4.6,20,InternaÈ›ional ,Deschide la 10:00,35.00 Lei,FALSE,https://tazz.ro/timisoara/cafeneaua-verde/4239/partener,30/10/2020 13:15:52,30/10/2020 13:15:52
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Sushi Master Timisoara,4.6,318,Asiatic ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/sushi-master-timisoara/1861/partener,30/10/2020 13:15:53,30/10/2020 13:15:53
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Gyros Box,4.6,45,InternaÈ›ional ,Deschide la 11:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/gyros-box/3950/partener,30/10/2020 13:15:54,30/10/2020 13:15:54
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,12Pizze,-.-,3,Italian ,Deschide în 03.11 la 12:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/12pizze/4205/partener,30/10/2020 13:15:55,30/10/2020 13:15:55
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,E10 Burgers,4.1,56,American ,Deschide la 11:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/e10-burgers/816/partener,30/10/2020 13:15:55,30/10/2020 13:15:55
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Dante`s Pizza & Grill,4,14,InternaÈ›ional ,Deschide la 10:00,40.00 Lei,FALSE,https://tazz.ro/timisoara/dante-s-pizza-grill/3904/partener,30/10/2020 13:15:56,30/10/2020 13:15:56
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Pomo D`oro,5,5,Italian ,Deschide în 02.11 la 12:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/pomo-d-oro/3966/partener,30/10/2020 13:15:57,30/10/2020 13:15:57
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Langosi Uriasi,-.-,2,InternaÈ›ional ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/langosi-uriasi/4112/partener,30/10/2020 13:15:58,30/10/2020 13:15:58
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,BoBa-Deli,4.9,26,InternaÈ›ional ,Deschide la 13:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/boba-deli/3910/partener,30/10/2020 13:15:59,30/10/2020 13:15:59
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Amir,4.8,259,InternaÈ›ional ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/amir/1092/partener,30/10/2020 13:15:59,30/10/2020 13:15:59
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Ovride Specialty Coffee,4.7,31,Alimente È™i BÄƒuturi ,Închis,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/ovride-specialty-coffee/3909/partener,30/10/2020 13:16:00,30/10/2020 13:16:00
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Mado Timisoara Iulius Mall,4.6,42,RomÃ¢nesc ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/mado-timisoara-iulius-mall/3746/partener,30/10/2020 13:16:01,30/10/2020 13:16:01
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,August Pasta Bar,4.6,208,Italian ,Deschide la 11:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/august-pasta-bar/519/partener,30/10/2020 13:16:02,30/10/2020 13:16:02
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Crazy Donut,4.5,35,American ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/crazy-donut/378/partener,30/10/2020 13:16:03,30/10/2020 13:16:03
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,La Pinocchio Unirii,4.5,12,InternaÈ›ional ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/la-pinocchio-unirii/3928/partener,30/10/2020 13:16:04,30/10/2020 13:16:04
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Like Pub,4.4,118,InternaÈ›ional ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/like-pub/3868/partener,30/10/2020 13:16:05,30/10/2020 13:16:05
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Antalya,4.3,273,Turcesc ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/antalya/33/partener,30/10/2020 13:16:06,30/10/2020 13:16:06
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Chef&Grill,4.3,8,InternaÈ›ional ,Deschide la 10:00,40.00 Lei,4.99  Lei,https://tazz.ro/timisoara/chef-grill/3629/partener,30/10/2020 13:16:07,30/10/2020 13:16:07
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,La Pinocchio,4.3,26,InternaÈ›ional ,Deschide la 10:00,40.00 Lei,FALSE,https://tazz.ro/timisoara/la-pinocchio/3933/partener,30/10/2020 13:16:08,30/10/2020 13:16:08
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Gardene,-.-,4,InternaÈ›ional ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/gardene/3965/partener,30/10/2020 13:16:09,30/10/2020 13:16:09
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,La Turcu Kebab,4.1,14,Turcesc ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/la-turcu-kebab/3620/partener,30/10/2020 13:16:09,30/10/2020 13:16:09
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Extravagant Pizza,-.-,4,Italian ,Deschide în 02.11 la 11:30,40.00 Lei,4.99  Lei,https://tazz.ro/timisoara/extravagant-pizza/3788/partener,30/10/2020 13:16:10,30/10/2020 13:16:10
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Mimi`s Delices Creperie,3.6,8,InternaÈ›ional ,Deschide la 10:30,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/mimi-s-delices-creperie/3940/partener,30/10/2020 13:16:11,30/10/2020 13:16:11
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Alma Gelato,-.-,1,InternaÈ›ional ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/alma-gelato/3963/partener,30/10/2020 13:16:13,30/10/2020 13:16:13
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Aroma Restaurant,-.-,1,InternaÈ›ional ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/aroma-restaurant/4045/partener,30/10/2020 13:16:14,30/10/2020 13:16:14
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Smoking Barbeque&Bar,-.-,1,InternaÈ›ional ,Deschide la 11:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/smoking-barbeque-bar/4266/partener,30/10/2020 13:16:14,30/10/2020 13:16:14
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Pizzeria Coppa,-.-,0,InternaÈ›ional ,Deschide la 10:30,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/pizzeria-coppa/4038/partener,30/10/2020 13:16:15,30/10/2020 13:16:15
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Vila La Residenza,-.-,0,InternaÈ›ional ,Deschide la 12:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/vila-la-residenza/3894/partener,30/10/2020 13:16:16,30/10/2020 13:16:16
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Freshious,5,56,InternaÈ›ional ,Închide la 16:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/freshious/365/partener,30/10/2020 13:16:17,30/10/2020 13:16:17
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Yamy Bistro,4.9,887,InternaÈ›ional ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/yamy-bistro/357/partener,30/10/2020 13:16:18,30/10/2020 13:16:18
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Shizen Sushi Bar,4.8,678,Japonez ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/shizen-sushi-bar/387/partener,30/10/2020 13:16:19,30/10/2020 13:16:19
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Crepes Select,4.7,27,InternaÈ›ional ,Deschide la 10:30,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/crepes-select/2981/partener,30/10/2020 13:16:20,30/10/2020 13:16:20
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Zone Cafe,4.7,73,InternaÈ›ional ,Deschide la 11:00,50.00 Lei,FALSE,https://tazz.ro/timisoara/zone-cafe/1724/partener,30/10/2020 13:16:21,30/10/2020 13:16:21
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Restaurant Caprice,4.6,1040,InternaÈ›ional ,Deschide la 11:30,50.00 Lei,FALSE,https://tazz.ro/timisoara/restaurant-caprice/54/partener,30/10/2020 13:16:22,30/10/2020 13:16:22
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Clatite la tigaie,4.6,55,InternaÈ›ional ,Închide la 17:30,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/clatite-la-tigaie/380/partener,30/10/2020 13:16:23,30/10/2020 13:16:23
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Meat Busters,4.6,900,American ,Deschide la 11:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/meat-busters/416/partener,30/10/2020 13:16:24,30/10/2020 13:16:24
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Casa Moc,FALSE,FALSE,InternaÈ›ional ,FALSE,FALSE,FALSE,https://tazz.ro/timisoara/casa-moc/3921/partener,30/10/2020 13:16:25,30/10/2020 13:16:25
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,El Maguey,4.5,301,Mexican ,Deschide la 11:30,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/el-maguey/996/partener,30/10/2020 13:16:26,30/10/2020 13:16:26
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Thalia Soarelui,4.5,116,RomÃ¢nesc ,Deschide la 13:00,20.00 Lei,FALSE,https://tazz.ro/timisoara/thalia-soarelui/615/partener,30/10/2020 13:16:27,30/10/2020 13:16:27
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Napoleon,4.5,382,InternaÈ›ional ,Deschide la 10:00,FALSE,FALSE,https://tazz.ro/timisoara/napoleon/1330/partener,30/10/2020 13:16:29,30/10/2020 13:16:29
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Miorita,4.5,221,RomÃ¢nesc ,Deschide la 10:00,40.00 Lei,FALSE,https://tazz.ro/timisoara/miorita/1431/partener,30/10/2020 13:16:30,30/10/2020 13:16:30
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Casa Antinori,4.4,70,InternaÈ›ional ,Deschide la 12:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/casa-antinori/1428/partener,30/10/2020 13:16:30,30/10/2020 13:16:30
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Riviere Brasserie,4.4,103,InternaÈ›ional ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/riviere-brasserie/435/partener,30/10/2020 13:16:31,30/10/2020 13:16:31
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Restaurant Casa del Sole,4.4,263,InternaÈ›ional ,Deschide la 10:00,29.90 Lei,4.99  Lei,https://tazz.ro/timisoara/restaurant-casa-del-sole/487/partener,30/10/2020 13:16:32,30/10/2020 13:16:32
,,,,,,,,,,,,,
tazz.ro,RO,TIM,871e19285ffffff,Wasabi Running Sushi Timisoara,4.3,52,Asiatic ,Deschide la 10:00,35.00 Lei,4.99  Lei,https://tazz.ro/timisoara/wasabi-running-sushi-timisoara/1347/partener,30/10/2020 13:16:33,30/10/2020 13:16:33
,,,,,,,,,,,,,
